ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input kW,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input kW,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-125PZ3R5/S-125PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,3.52,5,12.5,700,0,0,0,290,3.1,12.5,Enthalpy Test Room,3.6063,3.9036,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",133133,30/11/2025,,Approved,Reverse Cycle,1000,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5514,TRUE,Variable output compressor,Inverter,FALSE,,12500,3.52,,1400,6250,FALSE,,,,3217.28,13462.5,TRUE,1200,6500,TRUE,800,3700,12500,3.1,1430,6250,TRUE,950,3600,TRUE,4850,12400,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,73,4.26,4.168,4.6,5.206,4.889,4.96,791,1227,3524,1725,2172,4701,2.5,2.5,3,3.474,3.797,3.932,3.525,3.732,3.84,4731,1828,304,1594,869,201,1.5,2,2,FALSE,,,,,,,,15,3.5007,3.9674
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-125PZ3R8/S-125PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,3.52,5,12.5,700,0,0,0,290,3.1,12.5,Enthalpy Test Room,3.6063,3.9036,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Three,R32,"Australia,New Zealand",133135,30/11/2025,,Approved,Reverse Cycle,1000,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5515,TRUE,Variable output compressor,Inverter,FALSE,,12500,3.52,,1400,6250,FALSE,,,,3217.28,13462.5,TRUE,1200,6500,TRUE,800,3700,12500,3.1,1430,6250,TRUE,950,3600,TRUE,4850,12400,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,73,4.26,4.168,4.6,5.206,4.889,4.96,791,1227,3524,1725,2172,4701,2.5,2.5,3,3.474,3.797,3.932,3.525,3.732,3.84,4731,1828,304,1594,869,201,1.5,2,2,FALSE,,,,,,,,15,3.5007,3.9674
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-140PZ3R5/S-140PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,Malaysia,4.31,5,14,700,0,0,0,290,3.72,14,Enthalpy Test Room,3.1425,3.7941,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",133136,30/11/2025,,Approved,Reverse Cycle,1000,Class 7,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5527,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.31,,1550,7000,FALSE,,,,3939.34,15078,TRUE,1350,7000,TRUE,950,3950,14000,3.72,1650,7000,TRUE,1040,3750,TRUE,4960,13300,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,74,4.036,3.923,4.279,4.81,4.534,4.568,941,1468,4251,2098,2630,5724,2.5,2,2.5,3.345,3.642,3.798,3.4,3.587,3.704,5498,2127,347,1847,1008,229,1.5,2,2,FALSE,,,,,,,,15,3.2105,3.7128
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP98CEKS,,,TEMPERZONE,1.36,Ducted,Packaged,,Water loop,,"New Zealand,Australia",2.6,8.47,9.83,,0,0,0,,0,0,Enthalpy Test Room,3.6742,0,FALSE,0,,2,0,0,0,,,,3.664858166,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133139,08/10/2025,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.6742,Available,,,,http://temperzone.biz,,,,AAC5384,FALSE,,,,,9830,2.6,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.771,0
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP98RKS,,,TEMPERZONE,1.4,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",2.56,8.24,9.64,,0,0,0,,2.63,11.12,Enthalpy Test Room,3.6577,4.1741,FALSE,0,,2,2,0,0,,,,3.64820697,4.163649529,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133140,08/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.6577,Available,,,,http://temperzone.biz,,,,AAC5382,FALSE,,,,,9640,2.56,,,,,,,,,,,,,,,,11120,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.7557,4.2173
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP48CEKS,,,TEMPERZONE,0.87,Ducted,Packaged,,Water loop,,"New Zealand,Australia",1.17,3.34,4.21,,0,0,0,,0,0,Enthalpy Test Room,3.5726,0,FALSE,0,,2,0,0,0,,,,3.552126177,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133141,26/10/2025,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.5726,Available,,,,http://temperzone.biz,,,,AAC5431,FALSE,,,,,4210,1.17,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5776,0
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP48RKS,,,TEMPERZONE,0.69,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",1.17,3.58,4.27,,0,0,0,,1.25,4.58,Enthalpy Test Room,3.5932,3.6457,FALSE,0,,2,2,0,0,,,,3.572752705,3.626366741,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133142,26/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.5932,Available,,,,http://temperzone.biz,,,,AAC5440,FALSE,,,,,4270,1.17,,,,,,,,,,,,,,,,4580,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.6286,3.6443
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP36RKS,,,TEMPERZONE,0.53,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",0.93,2.84,3.37,,0,0,0,,0.95,3.63,Enthalpy Test Room,3.5401,3.7273,FALSE,0,,2,2,0,0,,,,3.514695889,3.701994462,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133145,26/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.5401,Available,,,,http://temperzone.biz,,,,AAC5432,FALSE,,,,,3370,0.93,,,,,,,,,,,,,,,,3630,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5975,3.7941
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP36CEKS,,,TEMPERZONE,0.44,Ducted,Packaged,,Water loop,,"New Zealand,Australia",0.91,2.95,3.39,,0,0,0,,0,0,Enthalpy Test Room,3.5426,0,FALSE,0,,2,0,0,0,,,,3.517258862,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133147,26/10/2025,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.5426,Available,,,,http://temperzone.biz,,,,AAC5433,FALSE,,,,,3390,0.91,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.6978,0
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP59CEKS,,,TEMPERZONE,0.69,Ducted,Packaged,,Water loop,,"New Zealand,Australia",1.49,4.97,5.66,,0,0,0,,0,0,Enthalpy Test Room,3.5806,0,FALSE,0,,2,0,0,0,,,,3.565096739,0,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133148,26/10/2025,,Approved,Cooling Only,,Class 6,FALSE,,TRUE,,,,201000331,3.5806,Available,,,,http://temperzone.biz,,,,AAC5441,FALSE,,,,,5660,1.49,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.7815,0
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP59RKS,,,TEMPERZONE,0.7,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",1.6,5.08,5.78,,0,0,0,,1.5,5.42,Enthalpy Test Room,3.5217,3.5256,FALSE,0,,2,2,0,0,,,,3.507014028,3.510429166,,,0,0,0,0,Water Loop Equipment,Single,R410A,"Australia,Fiji,New Zealand",133149,26/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.5217,Available,,,,http://temperzone.biz,,,,AAC5434,FALSE,,,,,5780,1.6,,,,,,,,,,,,,,,,5420,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.5973,3.5971
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP370RKT,,,TEMPERZONE,5.2,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",9.11,30.01,35.21,,0,0,0,,8.79,35.43,Enthalpy Test Room,3.7059,3.8605,FALSE,0,,4,4,0,0,,,,3.700531424,3.854693748,,,0,0,0,0,Water Loop Equipment,Three,R410A,"Australia,Fiji,New Zealand",133152,26/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.7059,Available,,,,http://temperzone.biz,,,,AAC5442,FALSE,,,,,35210,9.11,,,,,,,,,,,,,,,,35430,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.8593,4.0245
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP118RKT,,,TEMPERZONE,2.25,Ducted,Packaged,,Water loop,Water Loop,"New Zealand,Australia",3.1,9.65,11.9,,0,0,0,,3.14,11.92,Enthalpy Test Room,3.6909,3.7248,FALSE,0,,2,2,0,0,,,,3.682997771,3.71708639,,,0,0,0,0,Water Loop Equipment,Three,R410A,"Australia,Fiji,New Zealand",133154,26/10/2025,,Approved,Reverse Cycle,,Class 13,FALSE,,TRUE,,,,201000331,3.6909,Available,,,,http://temperzone.biz,,,,AAC5443,FALSE,,,,,11900,3.1,,,,,,,,,,,,,,,,11920,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8304,3.788
[Water Source] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.3:2005,HWP118CEKT,,,TEMPERZONE,2.35,Ducted,Packaged,,Water loop,,"New Zealand,Australia",3.01,9.58,11.93,,0,0,0,,0,0,Enthalpy Test Room,3.7742,0,FALSE,0,,2,0,0,0,,,,3.76598128,0,,,0,0,0,0,Water Loop Equipment,Three,R410A,"Australia,Fiji,New Zealand",133155,26/10/2025,,Approved,Cooling Only,,Class 7,FALSE,,TRUE,,,,201000331,3.7742,Available,,,,http://temperzone.biz,,,,AAC5435,FALSE,,,,,11930,3.01,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.9546,0
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,KD24 / KCS24,,,Kaden,,Non Ducted,Single Split System,Cassette,Air,Air,China,2.1,,7,,,,,,2.05,7.5,Calorimeter Room,3.5161,3.8943,,,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133156,19/10/2025,,Approved,Reverse Cycle,,Class 4,FALSE,,,,,,,,Available,,,https://www.reecegroup.com.au/,,,,,AAC5417,TRUE,Variable output compressor,Inverter,FALSE,,7000,2.1,,980,3500,TRUE,430,2110,,1919.4,7539,TRUE,460,3300,,260,2150,7500,2.05,700,3800,TRUE,330,1850,TRUE,2680,6200,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,60,68,5.896,5.512,6.952,-32.089,13.064,18.823,311,510,1295,-180,441,678,4,4,5,3.525,4.316,5.394,4.065,4.816,5.458,2801,970,142,834,411,92,2,2.5,3.5,FALSE,,,,,,,,10,3.2805,3.5992
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MDV-V80W/DN1(C),,,MDV,,Non Ducted,vrf,,Air,Air,China,2.4,,8,,,,,,2.55,9,Enthalpy Test Room,3.2785,3.4284,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133158,09/10/2025,,Approved,Reverse Cycle,,,FALSE,,,,,,,,Available,,,,,,,,AAC5389,TRUE,Variable output compressor,Inverter,FALSE,,8000,2.4,,1020,4000,FALSE,0,0,,2193.6,8616,FALSE,932.28,4308,FALSE,0,0,9000,2.55,1130,4500,FALSE,0,0,TRUE,2620,6600,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,65,3.764,3.719,4.084,4.563,4.328,4.354,572,879,2540,1260,1570,3427,2,2,2.5,2.883,3.31,3.678,3.012,3.451,3.666,4100,1506,233,1340,676,151,1,1.5,2,,,,,,,,,11,3.2825,3.4787
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,RAC-E60YCAB/RAS-E60YCAB,,,HITACHI,,Non Ducted,Single Split System,Wall Hung,Air,,Malaysia,1.8,,6,,,,,,0,0,Calorimeter Room,3.4619,0,,0,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133159,22/10/2025,,Approved,Cooling Only,,Class 4,FALSE,,FALSE,,,,,,Available,,,,http://www.hitachi.com.au,,,,AAC5425,TRUE,Variable output compressor,Inverter,FALSE,,6000,1.8,,600,3000,FALSE,0,0,,1645.2,6462,FALSE,548.4,3231,FALSE,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,62,63,4.744,4.511,4.799,5.731,5.322,5.16,348,554,1631,760,965,2177,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,,0,0,0,,,,3,3.3147,0
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MDV-V100W/DN1(C),,,MDV,,Non Ducted,vrf,,Air,Air,China,2.88,,10,,,,,,3.31,12,Enthalpy Test Room,3.3564,3.5434,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133160,09/10/2025,,Approved,Reverse Cycle,,,FALSE,,,,,,,,Available,,,,,,,,AAC5390,TRUE,Variable output compressor,Inverter,FALSE,,10000,2.88,,1150,5000,FALSE,0,0,,2632.32,10770,FALSE,1051.1,5385,FALSE,0,0,12000,3.31,1280,6000,FALSE,0,0,TRUE,3330,8900,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,68,3.988,3.941,4.386,4.946,4.686,4.707,668,1029,2948,1446,1806,3956,2,2,2.5,3.17,3.725,4.305,3.38,3.966,4.306,4978,1792,274,1598,791,179,1.5,2,2.5,,,,,,,,,16,3.4082,3.5671
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,RAC-E60YHAB/RAS-E60YHAB,,,HITACHI,,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,1.8,,6,,,,,,1.83,7,Calorimeter Room,3.4696,3.7073,,,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133161,22/10/2025,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,,,,,,Available,,,,http://www.hitachi.com.au,,,,AAC5426,TRUE,Variable output compressor,Inverter,FALSE,,6000,1.8,,600,3000,FALSE,,,,1645.2,6462,FALSE,548.4,3231,FALSE,,,7000,1.83,700,3600,FALSE,,,TRUE,2100,5700,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,62,63,4.744,4.511,4.799,5.731,5.322,5.16,348,554,1631,760,965,2177,3,3,3,3.519,4.128,4.701,3.84,4.356,4.706,2604,929,132,810,408,84,2,2.5,3,FALSE,,,,,,,,3,3.3147,3.8041
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MDV-V120W/DN1(C),,,MDV,,Non Ducted,vrf,,Air,Air,China,3.75,,12,,,,,,3.86,14,Enthalpy Test Room,3.1619,3.4695,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133163,09/10/2025,,Approved,Reverse Cycle,,,FALSE,,,,,,,,Available,,,,,,,,AAC5386,TRUE,Variable output compressor,Inverter,FALSE,,12000,3.75,,1500,6000,FALSE,0,0,,3427.5,12924,FALSE,1371,6462,FALSE,0,0,14000,3.86,1620,7000,FALSE,0,0,TRUE,3850,10080,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,70,3.93,3.826,4.11,4.689,4.417,4.379,835,1298,3802,1852,2320,5124,2,2,2.5,3.009,3.508,3.982,3.184,3.566,3.974,6097,2194,320,1959,1003,205,1.5,2,2,,,,,,,,,10,3.1714,3.5955
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.1:2012,RAC-E70YHAB/RAS-E70YHAB,,,HITACHI,,Non Ducted,Single Split System,Wall Hung,Air,Air,Malaysia,2.05,,7,,,,,,1.98,8,Calorimeter Room,3.4323,3.9721,,,,,,,,,,,,,,,,,,,,Single,R32,"Australia,Fiji,New Zealand",133164,04/11/2025,,Approved,Reverse Cycle,,Class 4,FALSE,,FALSE,,,,,,Available,,,,http://www.hitachi.com.au,,,,AAC5454,TRUE,Variable output compressor,Inverter,FALSE,,7000,2.05,,650,3500,FALSE,,,,1873.7,7539,FALSE,594.1,3769.5,FALSE,,,8000,1.98,750,4000,FALSE,,,TRUE,2350,5800,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,62,64,5.056,4.774,5.07,6.132,5.67,5.466,382,611,1802,829,1057,2398,3.5,3,3.5,3.289,4.042,4.894,3.623,4.403,4.897,3182,1083,145,980,461,92,1.5,2.5,3,FALSE,,,,,,,,3,3.3978,4.0198
[SEER Non Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.2:2012,U-71PZH3R5/S-71PE3R,,,PANASONIC,1,Ducted,Single Split System,,Air,Air,China,2.04,5,7.1,700,0,0,0,290,2.06,8,Enthalpy Test Room,3.5539,4.1915,TRUE,,,17,17,0,0,,,,3.677410713,4.425460251,,,0,0,0,0,Enthalpy Test Room,Single,R32,"Australia,New Zealand",133169,30/11/2025,,Approved,Reverse Cycle,1000,Class 6,TRUE,,,TRUE,TRUE,TRUE,,3.8107,Available,,,,,TRUE,,,AAC5516,TRUE,Variable output compressor,Inverter,FALSE,,7100,2.04,,850,3600,FALSE,,,,1864.56,7646.7,TRUE,700,3950,TRUE,430,2100,8000,2.06,830,4000,TRUE,420,2100,TRUE,2860,8000,FALSE,,,FALSE,,,,,,FALSE,,,FALSE,,,FALSE,,,,64,4.195,4.114,4.683,5.375,5.007,5.155,448,697,1957,942,1197,2561,2.5,2.5,3,3.793,4.224,4.824,4.118,4.524,4.857,2781,1060,169,881,468,111,2,2.5,3,FALSE,,,,,,,,12,3.4125,3.8085
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MDV-V140W/DN1(C),,,MDV,,Non Ducted,vrf,,Air,Air,China,4.35,,14,,,,,,4.27,16,Enthalpy Test Room,3.1857,3.6387,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133171,09/10/2025,,Approved,Reverse Cycle,,,FALSE,,,,,,,,Available,,,,,,,,AAC5387,TRUE,Variable output compressor,Inverter,FALSE,,14000,4.35,,1700,7000,FALSE,0,0,,3975.9,15078,FALSE,1553.8,7539,FALSE,0,0,16000,4.27,2120,8000,FALSE,0,0,TRUE,4970,13000,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,71,3.873,3.793,4.153,4.732,4.465,4.447,975,1511,4373,2127,2664,5874,2,2,2.5,3.014,3.349,3.502,3.116,3.372,3.481,6971,2642,428,2301,1225,278,1.5,1.5,2,,,,,,,,,18,3.174,3.6944
[SEER Multi-Split <=65kW] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.4:2012,MDV-V160W/DN1(C),,,MDV,,Non Ducted,vrf,,Air,Air,China,4.67,,15.5,,,,,,4.78,18,Enthalpy Test Room,3.2209,3.6457,,0,,,,,,,,,,,,,,,,,,Single,R410A,"Australia,Fiji,New Zealand",133173,09/10/2025,,Approved,Reverse Cycle,,,FALSE,,,,,,,,Available,,,,,,,,AAC5388,TRUE,Variable output compressor,Inverter,FALSE,,15500,4.67,,1940,7750,FALSE,0,0,,4268.38,16693.5,FALSE,1773.16,8346.75,FALSE,0,0,18000,4.78,2260,9000,FALSE,0,0,TRUE,4830,13600,FALSE,0,0,FALSE,0,0,,0,0,FALSE,0,0,FALSE,0,0,FALSE,0,0,,71,3.886,3.814,4.144,4.67,4.417,4.415,1082,1671,4859,2393,2988,6556,2,2,2.5,3.027,3.42,3.688,3.106,3.507,3.67,7802,2903,452,2590,1320,292,1.5,1.5,2,,,,,,,,,17,3.2787,3.721
[Unitary Single-Duct] GEMS (Air Conditioners up to 65kW) Determination 2019,MEPS 2019,AS/NZS 3823.1.5:2015,GPA27KW,,,Germanica,,Non Ducted,Portable,,,,China,1,,2.7,,,,,,0,0,Calorimeter Room,2.6968,0,,,,,,,,,,,,,,,,,,,Calorimeter Room,Single,R290,Australia,133180,15/10/2025,,Approved,Cooling Only,,,,,,,,,,,Available,,,http://www.ayonz.com/,,,,,AAC5403,FALSE,,,,,2700,1,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,545,840,2247,,,,0,0,0,,,,,,,0,0,0,,,,0,0,0,,FALSE,0,0,0,0,0,0,,2.7,0
